 Percent |	Source code & Disassembly of sort for cycles
    0.00 :	  3516a0c156:   callq  3516a0f470 <_dl_dprintf>
    0.00 :	  3516a0c15b:   mov    $0x7f,%edi
    0.00 :	  3516a0c160:   callq  3516a16fd0 <_Exit>
    0.00 :	  3516a0c165:   lea    0x10434(%rip),%rcx        # 3516a1c5a0 <expected1.10492+0x113f>
    0.00 :	  3516a0c16c:   jmpq   3516a0c043 <_dl_relocate_object+0xd53>
    0.00 :	  3516a0c171:   lea    0x103c8(%rip),%rsi        # 3516a1c540 <expected1.10492+0x10df>
    0.00 :	  3516a0c178:   jmp    3516a0c133 <_dl_relocate_object+0xe43>
    0.00 :	  3516a0c17a:   cmp    $0x10,%r14
    0.00 :	  3516a0c17e:   sete   %dl
    0.00 :	  3516a0c181:   cmp    $0x7,%r14
    0.00 :	  3516a0c185:   sete   %al
    0.00 :	  3516a0c188:   or     %dl,%al
    0.00 :	  3516a0c18a:   jne    3516a0c1d9 <_dl_relocate_object+0xee9>
    0.00 :	  3516a0c18c:   cmp    $0x12,%r14
    0.00 :	  3516a0c190:   je     3516a0c1d9 <_dl_relocate_object+0xee9>
    0.00 :	  3516a0c192:   cmp    $0x11,%r14
    0.00 :	  3516a0c196:   je     3516a0c1d9 <_dl_relocate_object+0xee9>
    0.00 :	  3516a0c198:   xor    %ecx,%ecx
    0.00 :	  3516a0c19a:   cmp    $0x24,%r14
    0.00 :	  3516a0c19e:   sete   %cl
    0.00 :	  3516a0c1a1:   xor    %edx,%edx
    0.00 :	  3516a0c1a3:   cmp    $0x5,%r14
    0.00 :	  3516a0c1a7:   sete   %dl
    0.00 :	  3516a0c1aa:   add    %edx,%edx
    0.00 :	  3516a0c1ac:   or     %ecx,%edx
    0.00 :	  3516a0c1ae:   cmp    0x400(%rbx),%edx
    0.00 :	  3516a0c1b4:   jne    3516a0bae1 <_dl_relocate_object+0x7f1>
    0.00 :	  3516a0c1ba:   mov    0x410(%rbx),%rax
    0.00 :	  3516a0c1c1:   addq   $0x1,0x2147b7(%rip)        # 3516c20980 <_rtld_global+0x980>
    0.00 :	  3516a0c1c9:   mov    0x408(%rbx),%rdx
    0.00 :	  3516a0c1d0:   mov    %rax,-0x38(%rbp)
    0.00 :	  3516a0c1d4:   jmpq   3516a0bb70 <_dl_relocate_object+0x880>
    0.00 :	  3516a0c1d9:   mov    $0x1,%ecx
    0.00 :	  3516a0c1de:   jmp    3516a0c1a1 <_dl_relocate_object+0xeb1>
    0.00 :	  3516a0c1e0:   mov    0x10(%r13),%rax
    0.00 :	  3516a0c1e4:   add    (%rbx),%rax
    0.00 :	  3516a0c1e7:   mov    %rax,(%r15)
    0.00 :	  3516a0c1ea:   jmpq   3516a0bbd0 <_dl_relocate_object+0x8e0>
    0.00 :	  3516a0c1ef:   mov    %rdx,%rdi
    0.00 :	  3516a0c1f2:   mov    %rdx,-0xd0(%rbp)
    0.00 :	  3516a0c1f9:   callq  3516a0b2c0 <_dl_allocate_static_tls>
    0.00 :	  3516a0c1fe:   mov    -0xd0(%rbp),%rdx
    0.00 :	  3516a0c205:   mov    -0x38(%rbp),%rax
    0.00 :	  3516a0c209:   mov    0x440(%rdx),%rcx
    0.00 :	  3516a0c210:   jmpq   3516a0b88a <_dl_relocate_object+0x59a>
    0.00 :	  3516a0c215:   lea    0x102d4(%rip),%rsi        # 3516a1c4f0 <expected1.10492+0x108f>
    0.00 :	  3516a0c21c:   jmpq   3516a0b92c <_dl_relocate_object+0x63c>
    0.00 :	  3516a0c221:   mov    -0x38(%rbp),%rcx
    0.00 :	  3516a0c225:   mov    0x10(%r13),%rsi
    0.00 :	  3516a0c229:   add    0x8(%rcx),%rsi
    0.00 :	  3516a0c22d:   mov    %rdx,%rdi
    0.00 :	  3516a0c230:   callq  3516a162d0 <_dl_make_tlsdesc_dynamic>
    0.00 :	  3516a0c235:   lea    0xa554(%rip),%rdx        # 3516a16790 <_dl_tlsdesc_dynamic>
    0.00 :	  3516a0c23c:   mov    %rax,0x8(%r15)
    0.00 :	  3516a0c240:   mov    %rdx,(%r15)
    0.00 :	  3516a0c243:   jmpq   3516a0b820 <_dl_relocate_object+0x530>
    0.00 :	  3516a0c248:   mov    %rdx,%rdi
    0.00 :	  3516a0c24b:   mov    %rdx,-0xd0(%rbp)
    0.00 :	  3516a0c252:   callq  3516a0b1f0 <_dl_try_allocate_static_tls>
    0.00 :	  3516a0c257:   test   %eax,%eax
    0.00 :	  3516a0c259:   mov    -0xd0(%rbp),%rdx
    0.00 :	  3516a0c260:   jne    3516a0c221 <_dl_relocate_object+0xf31>
    0.00 :	  3516a0c262:   mov    -0x38(%rbp),%rcx
    0.00 :	  3516a0c266:   mov    0x440(%rdx),%rax
    0.00 :	  3516a0c26d:   jmpq   3516a0b7ff <_dl_relocate_object+0x50f>
 Percent |	Source code & Disassembly of libc-2.12.so for cycles
--------------------------------------------------------------------
         :
         :
         :
         :	Disassembly of section .text:
         :
         :	0000003516e37830 <__GI_____strtoul_l_internal>:
    0.00 :	  3516e37830:   push   %r15
    0.00 :	  3516e37832:   push   %r14
    0.00 :	  3516e37834:   push   %r13
    0.00 :	  3516e37836:   push   %r12
    0.00 :	  3516e37838:   push   %rbp
    0.00 :	  3516e37839:   push   %rbx
    0.00 :	  3516e3783a:   mov    %rdi,%rbx
    0.00 :	  3516e3783d:   sub    $0x28,%rsp
    0.00 :	  3516e37841:   test   %ecx,%ecx
    0.00 :	  3516e37843:   mov    0x8(%r8),%rax
    0.00 :	  3516e37847:   mov    %rsi,0x8(%rsp)
    0.00 :	  3516e3784c:   jne    3516e37c13 <__GI_____strtoul_l_internal+0x3e3>
    0.00 :	  3516e37852:   xor    %r10d,%r10d
    0.00 :	  3516e37855:   xor    %r12d,%r12d
    0.00 :	  3516e37858:   cmp    $0x1,%edx
    0.00 :	  3516e3785b:   je     3516e37a08 <__GI_____strtoul_l_internal+0x1d8>
    0.00 :	  3516e37861:   test   %edx,%edx
    0.00 :	  3516e37863:   js     3516e37a08 <__GI_____strtoul_l_internal+0x1d8>
    0.00 :	  3516e37869:   cmp    $0x24,%edx
    0.00 :	  3516e3786c:   jg     3516e37a08 <__GI_____strtoul_l_internal+0x1d8>
    0.00 :	  3516e37872:   movzbl (%rbx),%eax
  100.00 :	  3516e37875:   mov    0x68(%r8),%r9
    0.00 :	  3516e37879:   mov    %rbx,%r13
    0.00 :	  3516e3787c:   movsbq %al,%rcx
    0.00 :	  3516e37880:   testb  $0x20,0x1(%r9,%rcx,2)
    0.00 :	  3516e37886:   je     3516e378a5 <__GI_____strtoul_l_internal+0x75>
    0.00 :	  3516e37888:   nopl   0x0(%rax,%rax,1)
    0.00 :	  3516e37890:   add    $0x1,%r13
    0.00 :	  3516e37894:   movzbl 0x0(%r13),%eax
    0.00 :	  3516e37899:   movsbq %al,%rcx
    0.00 :	  3516e3789d:   testb  $0x20,0x1(%r9,%rcx,2)
    0.00 :	  3516e378a3:   jne    3516e37890 <__GI_____strtoul_l_internal+0x60>
    0.00 :	  3516e378a5:   test   %al,%al
    0.00 :	  3516e378a7:   mov    %eax,%esi
    0.00 :	  3516e378a9:   je     3516e37c3b <__GI_____strtoul_l_internal+0x40b>
    0.00 :	  3516e378af:   cmp    $0x2d,%al
    0.00 :	  3516e378b1:   je     3516e37b07 <__GI_____strtoul_l_internal+0x2d7>
    0.00 :	  3516e378b7:   cmp    $0x2b,%al
    0.00 :	  3516e378b9:   movl   $0x0,0x14(%rsp)
    0.00 :	  3516e378c1:   je     3516e37a44 <__GI_____strtoul_l_internal+0x214>
    0.00 :	  3516e378c7:   cmp    $0x30,%sil
    0.00 :	  3516e378cb:   je     3516e37aca <__GI_____strtoul_l_internal+0x29a>
    0.00 :	  3516e378d1:   test   %edx,%edx
    0.00 :	  3516e378d3:   je     3516e37a27 <__GI_____strtoul_l_internal+0x1f7>
    0.00 :	  3516e378d9:   cmp    $0xa,%edx
    0.00 :	  3516e378dc:   je     3516e37a27 <__GI_____strtoul_l_internal+0x1f7>
    0.00 :	  3516e378e2:   lea    -0x2(%rdx),%eax
    0.00 :	  3516e378e5:   xor    %ebp,%ebp
    0.00 :	  3516e378e7:   xor    %r11d,%r11d
    0.00 :	  3516e378ea:   lea    0x115b4f(%rip),%rcx        # 3516f4d440 <__strtol_ul_max_tab>
    0.00 :	  3516e378f1:   cltq   
    0.00 :	  3516e378f3:   test   %sil,%sil
    0.00 :	  3516e378f6:   mov    (%rcx,%rax,8),%r10
    0.00 :	  3516e378fa:   lea    0x115c5f(%rip),%rcx        # 3516f4d560 <__strtol_ul_rem_tab>
    0.00 :	  3516e37901:   movzbl (%rcx,%rax,1),%ecx
    0.00 :	  3516e37905:   mov    %ecx,0x10(%rsp)
    0.00 :	  3516e37909:   je     3516e37a87 <__GI_____strtoul_l_internal+0x257>
    0.00 :	  3516e3790f:   cmp    %r13,%r11
    0.00 :	  3516e37912:   je     3516e37a87 <__GI_____strtoul_l_internal+0x257>
    0.00 :	  3516e37918:   lea    -0x1(%rbp),%rcx
    0.00 :	  3516e3791c:   mov    %r13,%rdi
    0.00 :	  3516e3791f:   xor    %r14d,%r14d
    0.00 :	  3516e37922:   xor    %eax,%eax
    0.00 :	  3516e37924:   movslq %edx,%r15
    0.00 :	  3516e37927:   mov    %rcx,0x18(%rsp)
    0.00 :	  3516e3792c:   nopl   0x0(%rax)
    0.00 :	  3516e37930:   lea    -0x30(%rsi),%ecx
    0.00 :	  3516e37933:   cmp    $0x9,%cl
    0.00 :	  3516e37936:   jbe    3516e3798a <__GI_____strtoul_l_internal+0x15a>
    0.00 :	  3516e37938:   test   %rbp,%rbp
    0.00 :	  3516e3793b:   je     3516e3796d <__GI_____strtoul_l_internal+0x13d>
    0.00 :	  3516e3793d:   xor    %ecx,%ecx
    0.00 :	  3516e3793f:   cmp    %sil,(%r12)
    0.00 :	  3516e37943:   je     3516e3795b <__GI_____strtoul_l_internal+0x12b>
    0.00 :	  3516e37945:   jmp    3516e3796d <__GI_____strtoul_l_internal+0x13d>
    0.00 :	  3516e37947:   nopw   0x0(%rax,%rax,1)
    0.00 :	  3516e37950:   movzbl (%r12,%rcx,1),%r9d
    0.00 :	  3516e37955:   cmp    (%rdi,%rcx,1),%r9b
    0.00 :	  3516e37959:   jne    3516e37964 <__GI_____strtoul_l_internal+0x134>
    0.00 :	  3516e3795b:   add    $0x1,%rcx
    0.00 :	  3516e3795f:   cmp    %rcx,%rbp
    0.00 :	  3516e37962:   ja     3516e37950 <__GI_____strtoul_l_internal+0x120>
    0.00 :	  3516e37964:   cmp    %rbp,%rcx
    0.00 :	  3516e37967:   je     3516e37ac0 <__GI_____strtoul_l_internal+0x290>
    0.00 :	  3516e3796d:   mov    0x68(%r8),%rcx
    0.00 :	  3516e37971:   movzbl %sil,%esi
    0.00 :	  3516e37975:   testb  $0x4,0x1(%rcx,%rsi,2)
    0.00 :	  3516e3797a:   je     3516e37a7e <__GI_____strtoul_l_internal+0x24e>
    0.00 :	  3516e37980:   mov    0x78(%r8),%rcx
    0.00 :	  3516e37984:   mov    (%rcx,%rsi,4),%ecx
    0.00 :	  3516e37987:   sub    $0x37,%ecx
    0.00 :	  3516e3798a:   movzbl %cl,%esi
    0.00 :	  3516e3798d:   cmp    %esi,%edx
    0.00 :	  3516e3798f:   jle    3516e37a7e <__GI_____strtoul_l_internal+0x24e>
    0.00 :	  3516e37995:   cmp    %rax,%r10
    0.00 :	  3516e37998:   jb     3516e37a68 <__GI_____strtoul_l_internal+0x238>
    0.00 :	  3516e3799e:   cmp    %r10,%rax
    0.00 :	  3516e379a1:   je     3516e37a58 <__GI_____strtoul_l_internal+0x228>
    0.00 :	  3516e379a7:   imul   %r15,%rax
    0.00 :	  3516e379ab:   movzbl %cl,%ecx
    0.00 :	  3516e379ae:   lea    (%rcx,%rax,1),%rax
    0.00 :	  3516e379b2:   add    $0x1,%rdi
    0.00 :	  3516e379b6:   movzbl (%rdi),%esi
    0.00 :	  3516e379b9:   test   %sil,%sil
    0.00 :	  3516e379bc:   je     3516e37a7e <__GI_____strtoul_l_internal+0x24e>
    0.00 :	  3516e379c2:   cmp    %rdi,%r11
    0.00 :	  3516e379c5:   jne    3516e37930 <__GI_____strtoul_l_internal+0x100>
    0.00 :	  3516e379cb:   cmpq   $0x0,0x8(%rsp)
    0.00 :	  3516e379d1:   je     3516e379db <__GI_____strtoul_l_internal+0x1ab>
    0.00 :	  3516e379d3:   mov    0x8(%rsp),%rdx
    0.00 :	  3516e379d8:   mov    %rdi,(%rdx)
    0.00 :	  3516e379db:   test   %r14d,%r14d
    0.00 :	  3516e379de:   jne    3516e37b47 <__GI_____strtoul_l_internal+0x317>
    0.00 :	  3516e379e4:   mov    0x14(%rsp),%ecx
    0.00 :	  3516e379e8:   mov    %rax,%rdx
    0.00 :	  3516e379eb:   neg    %rdx
    0.00 :	  3516e379ee:   test   %ecx,%ecx
    0.00 :	  3516e379f0:   cmovne %rdx,%rax
    0.00 :	  3516e379f4:   add    $0x28,%rsp
    0.00 :	  3516e379f8:   pop    %rbx
    0.00 :	  3516e379f9:   pop    %rbp
    0.00 :	  3516e379fa:   pop    %r12
    0.00 :	  3516e379fc:   pop    %r13
    0.00 :	  3516e379fe:   pop    %r14
    0.00 :	  3516e37a00:   pop    %r15
    0.00 :	  3516e37a02:   retq   
    0.00 :	  3516e37a03:   nopl   0x0(%rax,%rax,1)
    0.00 :	  3516e37a08:   mov    0x355591(%rip),%rax        # 351718cfa0 <_DYNAMIC+0x460>
    0.00 :	  3516e37a0f:   movl   $0x16,%fs:(%rax)
    0.00 :	  3516e37a16:   xor    %eax,%eax
    0.00 :	  3516e37a18:   add    $0x28,%rsp
    0.00 :	  3516e37a1c:   pop    %rbx
    0.00 :	  3516e37a1d:   pop    %rbp
    0.00 :	  3516e37a1e:   pop    %r12
    0.00 :	  3516e37a20:   pop    %r13
    0.00 :	  3516e37a22:   pop    %r14
    0.00 :	  3516e37a24:   pop    %r15
    0.00 :	  3516e37a26:   retq   
    0.00 :	  3516e37a27:   test   %r10,%r10
    0.00 :	  3516e37a2a:   jne    3516e37b5e <__GI_____strtoul_l_internal+0x32e>
    0.00 :	  3516e37a30:   mov    $0x8,%eax
    0.00 :	  3516e37a35:   mov    $0xa,%edx
    0.00 :	  3516e37a3a:   xor    %ebp,%ebp
    0.00 :	  3516e37a3c:   xor    %r11d,%r11d
    0.00 :	  3516e37a3f:   jmpq   3516e378ea <__GI_____strtoul_l_internal+0xba>
    0.00 :	  3516e37a44:   add    $0x1,%r13
    0.00 :	  3516e37a48:   movzbl 0x0(%r13),%esi
    0.00 :	  3516e37a4d:   jmpq   3516e378c7 <__GI_____strtoul_l_internal+0x97>
    0.00 :	  3516e37a52:   nopw   0x0(%rax,%rax,1)
    0.00 :	  3516e37a58:   cmp    %esi,0x10(%rsp)
    0.00 :	  3516e37a5c:   jae    3516e379a7 <__GI_____strtoul_l_internal+0x177>
    0.00 :	  3516e37a62:   nopw   0x0(%rax,%rax,1)
    0.00 :	  3516e37a68:   add    $0x1,%rdi
    0.00 :	  3516e37a6c:   mov    $0x1,%r14d
    0.00 :	  3516e37a72:   movzbl (%rdi),%esi
    0.00 :	  3516e37a75:   test   %sil,%sil
    0.00 :	  3516e37a78:   jne    3516e379c2 <__GI_____strtoul_l_internal+0x192>
    0.00 :	  3516e37a7e:   cmp    %rdi,%r13
    0.00 :	  3516e37a81:   jne    3516e379cb <__GI_____strtoul_l_internal+0x19b>
    0.00 :	  3516e37a87:   xor    %eax,%eax
    0.00 :	  3516e37a89:   cmpq   $0x0,0x8(%rsp)
    0.00 :	  3516e37a8f:   je     3516e37a18 <__GI_____strtoul_l_internal+0x1e8>
    0.00 :	  3516e37a91:   mov    %r13,%rax
    0.00 :	  3516e37a94:   sub    %rbx,%rax
    0.00 :	  3516e37a97:   cmp    $0x1,%rax
    0.00 :	  3516e37a9b:   jle    3516e37ab0 <__GI_____strtoul_l_internal+0x280>
    0.00 :	  3516e37a9d:   movsbq -0x1(%r13),%rdx
    0.00 :	  3516e37aa2:   mov    0x78(%r8),%rax
    0.00 :	  3516e37aa6:   lea    -0x1(%r13),%rcx
    0.00 :	  3516e37aaa:   cmpl   $0x58,(%rax,%rdx,4)
    0.00 :	  3516e37aae:   je     3516e37b2d <__GI_____strtoul_l_internal+0x2fd>
    0.00 :	  3516e37ab0:   mov    0x8(%rsp),%rax
    0.00 :	  3516e37ab5:   mov    %rbx,(%rax)
    0.00 :	  3516e37ab8:   xor    %eax,%eax
    0.00 :	  3516e37aba:   jmpq   3516e37a18 <__GI_____strtoul_l_internal+0x1e8>
    0.00 :	  3516e37abf:   nop
    0.00 :	  3516e37ac0:   add    0x18(%rsp),%rdi
    0.00 :	  3516e37ac5:   jmpq   3516e379b2 <__GI_____strtoul_l_internal+0x182>
    0.00 :	  3516e37aca:   test   %edx,%edx
    0.00 :	  3516e37acc:   sete   %al
    0.00 :	  3516e37acf:   cmp    $0x10,%edx
    0.00 :	  3516e37ad2:   je     3516e37adc <__GI_____strtoul_l_internal+0x2ac>
    0.00 :	  3516e37ad4:   test   %al,%al
    0.00 :	  3516e37ad6:   je     3516e378d9 <__GI_____strtoul_l_internal+0xa9>
    0.00 :	  3516e37adc:   movsbq 0x1(%r13),%rdi
    0.00 :	  3516e37ae1:   mov    0x78(%r8),%rcx
    0.00 :	  3516e37ae5:   cmpl   $0x58,(%rcx,%rdi,4)
    0.00 :	  3516e37ae9:   je     3516e37b1d <__GI_____strtoul_l_internal+0x2ed>
    0.00 :	  3516e37aeb:   test   %al,%al
    0.00 :	  3516e37aed:   je     3516e378d9 <__GI_____strtoul_l_internal+0xa9>
    0.00 :	  3516e37af3:   mov    $0x6,%eax
    0.00 :	  3516e37af8:   mov    $0x8,%edx
    0.00 :	  3516e37afd:   movzbl 0x0(%r13),%esi
    0.00 :	  3516e37b02:   jmpq   3516e378e5 <__GI_____strtoul_l_internal+0xb5>
    0.00 :	  3516e37b07:   add    $0x1,%r13
    0.00 :	  3516e37b0b:   movzbl 0x0(%r13),%esi
    0.00 :	  3516e37b10:   movl   $0x1,0x14(%rsp)
    0.00 :	  3516e37b18:   jmpq   3516e378c7 <__GI_____strtoul_l_internal+0x97>
    0.00 :	  3516e37b1d:   add    $0x2,%r13
    0.00 :	  3516e37b21:   mov    $0xe,%eax
    0.00 :	  3516e37b26:   mov    $0x10,%edx
    0.00 :	  3516e37b2b:   jmp    3516e37afd <__GI_____strtoul_l_internal+0x2cd>
    0.00 :	  3516e37b2d:   cmpb   $0x30,-0x2(%r13)
    0.00 :	  3516e37b32:   jne    3516e37ab0 <__GI_____strtoul_l_internal+0x280>
    0.00 :	  3516e37b38:   mov    0x8(%rsp),%rdi
    0.00 :	  3516e37b3d:   xor    %eax,%eax
    0.00 :	  3516e37b3f:   mov    %rcx,(%rdi)
    0.00 :	  3516e37b42:   jmpq   3516e37a18 <__GI_____strtoul_l_internal+0x1e8>
    0.00 :	  3516e37b47:   mov    0x355452(%rip),%rax        # 351718cfa0 <_DYNAMIC+0x460>
    0.00 :	  3516e37b4e:   movl   $0x22,%fs:(%rax)
    0.00 :	  3516e37b55:   or     $0xffffffffffffffff,%rax
    0.00 :	  3516e37b59:   jmpq   3516e37a18 <__GI_____strtoul_l_internal+0x1e8>
    0.00 :	  3516e37b5e:   xor    %eax,%eax
    0.00 :	  3516e37b60:   or     $0xffffffffffffffff,%rcx
    0.00 :	  3516e37b64:   mov    %r12,%rdi
    0.00 :	  3516e37b67:   repnz scas %es:(%rdi),%al
    0.00 :	  3516e37b69:   xor    %eax,%eax
    0.00 :	  3516e37b6b:   not    %rcx
    0.00 :	  3516e37b6e:   lea    -0x1(%rcx),%rbp
    0.00 :	  3516e37b72:   jmp    3516e37b84 <__GI_____strtoul_l_internal+0x354>
    0.00 :	  3516e37b74:   movzbl (%r12,%rax,1),%edx
    0.00 :	  3516e37b79:   cmp    0x0(%r13,%rax,1),%dl
    0.00 :	  3516e37b7e:   jne    3516e37b9b <__GI_____strtoul_l_internal+0x36b>
    0.00 :	  3516e37b80:   add    $0x1,%rax
    0.00 :	  3516e37b84:   cmp    %rbp,%rax
    0.00 :	  3516e37b87:   jb     3516e37b74 <__GI_____strtoul_l_internal+0x344>
    0.00 :	  3516e37b89:   mov    %r13,%r11
    0.00 :	  3516e37b8c:   mov    $0x8,%eax
    0.00 :	  3516e37b91:   mov    $0xa,%edx
    0.00 :	  3516e37b96:   jmpq   3516e378ea <__GI_____strtoul_l_internal+0xba>
    0.00 :	  3516e37b9b:   cmp    %rax,%rbp
    0.00 :	  3516e37b9e:   jbe    3516e37b89 <__GI_____strtoul_l_internal+0x359>
    0.00 :	  3516e37ba0:   mov    %esi,%edx
    0.00 :	  3516e37ba2:   mov    %r13,%rsi
    0.00 :	  3516e37ba5:   jmp    3516e37bae <__GI_____strtoul_l_internal+0x37e>
    0.00 :	  3516e37ba7:   add    $0x1,%rsi
    0.00 :	  3516e37bab:   movzbl (%rsi),%edx
    0.00 :	  3516e37bae:   test   %dl,%dl
    0.00 :	  3516e37bb0:   je     3516e37be6 <__GI_____strtoul_l_internal+0x3b6>
    0.00 :	  3516e37bb2:   lea    -0x30(%rdx),%ecx
    0.00 :	  3516e37bb5:   xor    %eax,%eax
    0.00 :	  3516e37bb7:   cmp    $0x9,%cl
    0.00 :	  3516e37bba:   ja     3516e37bc2 <__GI_____strtoul_l_internal+0x392>
    0.00 :	  3516e37bbc:   jmp    3516e37ba7 <__GI_____strtoul_l_internal+0x377>
    0.00 :	  3516e37bbe:   add    $0x1,%rax
    0.00 :	  3516e37bc2:   cmp    %rbp,%rax
    0.00 :	  3516e37bc5:   jae    3516e37ba7 <__GI_____strtoul_l_internal+0x377>
    0.00 :	  3516e37bc7:   movzbl (%r12,%rax,1),%ecx
    0.00 :	  3516e37bcc:   cmp    (%rsi,%rax,1),%cl
    0.00 :	  3516e37bcf:   je     3516e37bbe <__GI_____strtoul_l_internal+0x38e>
    0.00 :	  3516e37bd1:   movzbl %dl,%edx
    0.00 :	  3516e37bd4:   testb  $0x4,0x1(%r9,%rdx,2)
    0.00 :	  3516e37bda:   je     3516e37be6 <__GI_____strtoul_l_internal+0x3b6>
    0.00 :	  3516e37bdc:   mov    0x78(%r8),%rax
    0.00 :	  3516e37be0:   cmpl   $0x40,(%rax,%rdx,4)
    0.00 :	  3516e37be4:   jle    3516e37ba7 <__GI_____strtoul_l_internal+0x377>
    0.00 :	  3516e37be6:   mov    %r12,%rdx
    0.00 :	  3516e37be9:   mov    %r10,%rcx
    0.00 :	  3516e37bec:   mov    %r13,%rdi
    0.00 :	  3516e37bef:   mov    %r8,(%rsp)
    0.00 :	  3516e37bf3:   callq  3516e43800 <__correctly_grouped_prefixmb>
    0.00 :	  3516e37bf8:   movzbl 0x0(%r13),%esi
    0.00 :	  3516e37bfd:   mov    %rax,%r11
    0.00 :	  3516e37c00:   mov    $0xa,%edx
    0.00 :	  3516e37c05:   mov    $0x8,%eax
    0.00 :	  3516e37c0a:   mov    (%rsp),%r8
    0.00 :	  3516e37c0e:   jmpq   3516e378ea <__GI_____strtoul_l_internal+0xba>
    0.00 :	  3516e37c13:   mov    0x50(%rax),%r10
    0.00 :	  3516e37c17:   movzbl (%r10),%ecx
    0.00 :	  3516e37c1b:   sub    $0x1,%ecx
    0.00 :	  3516e37c1e:   cmp    $0x7d,%cl
    0.00 :	  3516e37c21:   ja     3516e37852 <__GI_____strtoul_l_internal+0x22>
    0.00 :	  3516e37c27:   mov    0x48(%rax),%r12
    0.00 :	  3516e37c2b:   cmpb   $0x0,(%r12)
    0.00 :	  3516e37c30:   jne    3516e37858 <__GI_____strtoul_l_internal+0x28>
    0.00 :	  3516e37c36:   jmpq   3516e37852 <__GI_____strtoul_l_internal+0x22>
    0.00 :	  3516e37c3b:   mov    %rbx,%r13
    0.00 :	  3516e37c3e:   jmpq   3516e37a87 <__GI_____strtoul_l_internal+0x257>
